valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
182200.0,53.0,2.0,418.0,6.08199,46.887932
182200.0,80.0,5.0,532.0,6.08199,46.887932
182200.0,53.0,2.0,532.0,6.08199,46.887932
182200.0,80.0,5.0,418.0,6.08199,46.887932
225000.0,65.0,2.0,2400.0,6.224525,47.000583
225000.0,185.0,5.0,2400.0,6.224525,47.000583
225000.0,75.0,2.0,2400.0,6.224525,47.000583
225000.0,80.0,2.0,4620.0,6.224525,47.000583
225000.0,185.0,5.0,4620.0,6.224525,47.000583
290000.0,66.0,4.0,612.0,6.199662,46.710746
225000.0,75.0,2.0,4620.0,6.224525,47.000583
225000.0,65.0,2.0,4620.0,6.224525,47.000583
225000.0,80.0,2.0,2400.0,6.224525,47.000583
415000.0,125.0,4.0,610.0,6.29617,46.746875
542100.0,204.0,5.0,561.0,6.052793,47.336572
542100.0,204.0,5.0,500.0,6.052793,47.336572
330000.0,112.0,5.0,664.0,5.98068,47.283672
220000.0,96.0,3.0,664.0,6.527146,47.129503
1500.0,18.0,0.0,99.0,6.581142,47.437749
57800.0,71.0,3.0,958.0,6.459795,47.398176
116900.0,113.0,4.0,987.0,6.337725,47.429139
340000.0,89.0,4.0,500.0,5.970059,47.20925
340000.0,89.0,4.0,604.0,5.970059,47.20925
319300.0,60.0,4.0,185.0,6.013304,47.233081
130000.0,135.0,7.0,2260.0,6.526843,47.311266
130000.0,135.0,7.0,165.0,6.526843,47.311266
150000.0,170.0,4.0,317.0,6.269712,46.878403
212000.0,110.0,5.0,450.0,6.579947,47.297686
215000.0,90.0,4.0,782.0,6.046422,47.260146
504000.0,177.0,5.0,915.0,6.544282,47.005745
100000.0,57.0,3.0,818.0,6.372558,46.743142
385000.0,74.0,3.0,1175.0,6.66633,47.056992
385000.0,74.0,3.0,1175.0,6.66633,47.056992
105000.0,93.0,3.0,133.0,6.613308,47.500305
374300.0,130.0,7.0,1000.0,6.37795,46.949147
374300.0,130.0,7.0,2553.0,6.37795,46.949147
395000.0,84.0,3.0,536.0,6.361147,46.901608
268280.0,160.0,6.0,510.0,6.372806,46.742515
266000.0,158.0,5.0,232.0,6.30985,47.078258
179090.0,60.0,3.0,174.0,5.86263,47.191284
160000.0,68.0,4.0,358.0,6.000897,47.23368
262000.0,117.0,4.0,788.0,5.923895,47.231857
262000.0,117.0,4.0,1623.0,5.923895,47.231857
203700.0,91.0,5.0,184.0,6.220641,47.062535
170000.0,117.0,3.0,1095.0,6.468218,47.225162
170000.0,195.0,3.0,1095.0,6.468218,47.225162
230870.0,125.0,7.0,819.0,5.899708,47.226156
156000.0,105.0,5.0,536.0,6.375914,47.112336
156000.0,68.0,4.0,536.0,6.375914,47.112336
156000.0,158.0,6.0,536.0,6.375914,47.112336
90000.0,110.0,3.0,715.0,5.786572,47.03733
589600.0,147.0,4.0,918.0,6.350916,46.790963
589600.0,20.0,0.0,918.0,6.350916,46.790963
207000.0,66.0,3.0,158.0,6.088989,47.264401
207000.0,66.0,3.0,158.0,6.088989,47.264401
85550.0,46.0,3.0,495.0,6.362534,47.345733
169980.0,68.0,5.0,920.0,5.82279,47.165144
60000.0,90.0,3.0,134.0,5.97186,47.322931
340000.0,562.0,0.0,1500.0,6.039319,47.262955
208229.0,83.0,4.0,190.0,5.933069,47.231983
243000.0,289.0,0.0,196.0,6.115037,46.954379
243000.0,36.0,3.0,517.0,6.115294,46.953922
243000.0,30.0,0.0,517.0,6.115294,46.953922
243000.0,125.0,5.0,517.0,6.115294,46.953922
243000.0,153.0,0.0,645.0,6.115375,46.954038
243000.0,93.0,5.0,600.0,5.907838,47.180274
243000.0,93.0,5.0,660.0,5.907838,47.180274
209500.0,120.0,4.0,1014.0,6.030032,47.122238
310000.0,35.0,2.0,349.0,6.366432,46.898156
310000.0,58.0,2.0,349.0,6.366432,46.898156
273500.0,131.0,5.0,743.0,6.061465,47.338691
238200.0,138.0,7.0,641.0,6.379004,46.946442
230000.0,95.0,4.0,500.0,5.923331,47.23497
230000.0,95.0,4.0,1285.0,5.923331,47.23497
380000.0,110.0,5.0,518.0,6.309427,46.913946
150000.0,49.0,2.0,1078.0,6.687741,47.067585
150000.0,44.0,2.0,1078.0,6.687741,47.067585
140000.0,75.0,4.0,678.0,5.894511,47.221252
140000.0,63.0,3.0,678.0,5.894511,47.221252
220000.0,1138.0,0.0,1312.0,6.230159,47.000928
290000.0,88.0,5.0,800.0,6.009419,47.26822
157100.0,63.0,3.0,331.0,6.368175,47.128714
25000.0,18.0,1.0,5462.0,6.387666,47.274866
25000.0,18.0,1.0,350.0,6.387666,47.274866
367850.0,97.0,4.0,516.0,6.677063,47.070598
233000.0,128.0,5.0,1001.0,5.71357,47.254647
233000.0,128.0,5.0,2000.0,5.71357,47.254647
153000.0,120.0,4.0,443.0,6.299861,46.796138
404500.0,155.0,6.0,1139.0,6.534876,47.20883
145000.0,94.0,4.0,680.0,6.597604,47.457254
129000.0,81.0,2.0,1211.0,5.933535,47.256578
73000.0,100.0,3.0,57.0,6.217456,47.065603
288600.0,90.0,4.0,77.0,5.907353,47.183206
288600.0,90.0,4.0,77.0,5.907353,47.183206
220000.0,100.0,3.0,562.0,6.164989,47.196987
220000.0,150.0,6.0,562.0,6.164989,47.196987
220000.0,100.0,3.0,305.0,6.164989,47.196987
220000.0,150.0,6.0,305.0,6.164989,47.196987
505760.0,95.0,0.0,346.0,6.035994,47.247709
505760.0,51.0,2.0,346.0,6.035994,47.247709
505760.0,42.0,2.0,346.0,6.035994,47.247709
505760.0,35.0,2.0,346.0,6.035994,47.247709
505760.0,56.0,1.0,346.0,6.035994,47.247709
250000.0,110.0,4.0,612.0,6.156495,47.283103
739815.0,184.0,5.0,6522.0,6.447431,46.838381
739815.0,184.0,5.0,637.0,6.447431,46.838381
739815.0,184.0,5.0,6521.0,6.447431,46.838381
105000.0,50.0,1.0,285.0,6.212358,46.854892
249700.0,116.0,3.0,438.0,5.71658,47.253563
140000.0,108.0,0.0,403.0,6.357488,46.77498
266038.0,186.0,5.0,647.0,6.606075,47.429058
179740.0,119.0,6.0,996.0,6.589979,47.300497
249700.0,100.0,2.0,438.0,5.71658,47.253563
87000.0,45.0,2.0,389.0,5.972935,47.286614
87000.0,125.0,3.0,389.0,5.972935,47.286614
250000.0,92.0,4.0,1096.0,6.539946,47.215995
250000.0,144.0,0.0,1096.0,6.539946,47.215995
250000.0,116.0,3.0,1096.0,6.539946,47.215995
250000.0,100.0,0.0,363.0,6.540084,47.215835
285379.0,118.0,6.0,618.0,5.97776,47.26797
435000.0,153.0,6.0,750.0,6.605814,47.429694
435000.0,153.0,6.0,500.0,6.605814,47.429694
65000.0,32.0,2.0,1360.0,6.129674,47.088081
200000.0,1200.0,0.0,5261.0,5.954623,47.218541
104000.0,45.0,0.0,337.0,6.359831,47.35084
276700.0,98.0,5.0,395.0,5.993627,47.25771
150000.0,64.0,3.0,672.0,6.286554,47.047675
150000.0,75.0,2.0,672.0,6.286554,47.047675
444400.0,187.0,6.0,1000.0,6.019484,47.322796
444400.0,187.0,6.0,759.0,6.019484,47.322796
90000.0,59.0,3.0,80.0,6.041302,46.905968
80000.0,35.0,1.0,240.0,6.625273,47.347999
400000.0,145.0,5.0,1267.0,6.038695,47.274043
252000.0,120.0,8.0,605.0,6.028727,47.262966
308800.0,130.0,5.0,918.0,6.021333,47.201136
170000.0,100.0,3.0,1160.0,6.627689,47.053201
170000.0,106.0,4.0,1160.0,6.627689,47.053201
170000.0,59.0,1.0,1160.0,6.627689,47.053201
366800.0,141.0,6.0,290.0,6.275251,46.912374
294900.0,150.0,6.0,500.0,6.24853,47.125492
294900.0,150.0,6.0,700.0,6.24853,47.125492
280000.0,130.0,0.0,169.0,6.177304,47.243948
280000.0,47.0,3.0,169.0,6.177304,47.243948
289000.0,75.0,4.0,1743.0,5.931388,47.211465
195000.0,72.0,4.0,621.0,5.964622,47.262935
135000.0,75.0,5.0,567.0,6.350489,47.349983
290000.0,101.0,3.0,515.0,6.106886,47.266373
23000.0,100.0,3.0,827.0,6.347618,47.38265
201100.0,95.0,4.0,834.0,6.044709,47.332783
295000.0,86.0,3.0,1009.0,6.268938,46.917671
230000.0,60.0,3.0,601.0,6.606599,47.035225
230000.0,60.0,3.0,601.0,6.606599,47.035225
525000.0,109.0,5.0,1006.0,6.034274,47.222128
107200.0,70.0,4.0,373.0,6.413728,47.476223
299700.0,90.0,5.0,589.0,6.01805,47.249302
442000.0,130.0,5.0,872.0,6.243439,47.087884
237350.0,58.0,2.0,183.0,6.371772,47.163347
237350.0,42.0,2.0,210.0,6.371641,47.163485
67000.0,33.0,1.0,271.0,6.525847,47.14338
146000.0,80.0,4.0,808.0,6.170241,47.331782
207500.0,119.0,4.0,752.0,6.605969,47.42937
227504.7,99.0,5.0,3216.0,6.136544,47.099178
227504.7,99.0,5.0,800.0,6.136544,47.099178
240500.0,103.0,5.0,958.0,5.98137,47.290293
125900.0,94.0,4.0,673.0,6.235109,47.24334
266950.0,88.0,5.0,567.0,6.675936,47.060979
207500.0,24.0,0.0,2254.0,5.86065,47.233413
207500.0,236.0,11.0,2254.0,5.86065,47.233413
282196.0,107.0,6.0,771.0,5.870952,47.209047
230000.0,32.0,1.0,868.0,6.046781,47.227802
230000.0,32.0,1.0,868.0,6.046781,47.227802
230000.0,32.0,1.0,868.0,6.046781,47.227802
153000.0,30.0,1.0,628.0,6.050083,47.26801
60000.0,70.0,3.0,1160.0,5.802638,47.204172
60000.0,105.0,3.0,1160.0,5.802638,47.204172
226700.0,91.0,4.0,500.0,6.155696,47.195734
226700.0,91.0,4.0,500.0,6.155696,47.195734
226700.0,91.0,4.0,792.0,6.155696,47.195734
120100.0,137.0,8.0,391.0,6.66635,47.490365
160000.0,93.0,4.0,421.0,6.341072,46.919993
102000.0,78.0,4.0,593.0,6.56409,47.387299
163250.0,150.0,6.0,836.0,6.608639,47.065402
70000.0,112.0,4.0,1150.0,6.497315,47.311286
70000.0,140.0,5.0,1150.0,6.497315,47.311286
1294533.0,128.0,5.0,452.0,6.350935,46.924984
1294533.0,23.0,1.0,452.0,6.350935,46.924984
1294533.0,35.0,1.0,452.0,6.350935,46.924984
171659.0,200.0,0.0,138.0,6.114517,46.953596
191667.0,70.0,3.0,869.0,6.460297,46.994466
395000.0,64.0,4.0,490.0,6.667668,47.0635
395000.0,40.0,3.0,490.0,6.667668,47.0635
295000.0,40.0,2.0,631.0,6.38769,46.761695
295000.0,60.0,3.0,631.0,6.38769,46.761695
170000.0,116.0,7.0,724.0,6.227432,47.31445
549000.0,190.0,7.0,646.0,5.976874,47.236859
1300000.0,700.0,0.0,1890.0,5.981023,47.243488
362220.0,162.0,6.0,7500.0,6.019983,46.943769
362220.0,162.0,6.0,7500.0,6.019983,46.943769
319000.0,150.0,6.0,605.0,6.349944,46.922237
231000.0,158.0,5.0,1000.0,6.533116,47.208795
231000.0,158.0,5.0,2733.0,6.533116,47.208795
150200.0,47.0,3.0,452.0,6.110771,47.019319
150200.0,213.0,6.0,452.0,6.110771,47.019319
271300.0,110.0,3.0,284.0,5.789542,47.036482
75000.0,46.0,3.0,665.0,6.364134,47.346136
183550.0,80.0,3.0,1091.0,6.10914,47.276278
452000.0,199.0,6.0,697.0,5.97127,47.326934
452000.0,199.0,6.0,800.0,5.97127,47.326934
135000.0,83.0,4.0,154.0,6.022751,47.243345
475000.0,142.0,8.0,390.0,6.030671,47.245201
350000.0,88.0,4.0,681.0,6.377773,46.869739
200000.0,87.0,4.0,1000.0,5.985332,47.259128
458900.0,150.0,3.0,532.0,6.286728,46.776611
458900.0,26.0,0.0,532.0,6.286728,46.776611
458900.0,80.0,2.0,532.0,6.286728,46.776611
300000.0,167.0,0.0,1527.0,6.333352,46.905988
125000.0,117.0,6.0,288.0,6.189896,46.707048
750000.0,67.0,0.0,732.0,6.609589,47.060047
750000.0,138.0,4.0,732.0,6.609589,47.060047
750000.0,38.0,1.0,732.0,6.609589,47.060047
750000.0,93.0,3.0,732.0,6.609589,47.060047
144500.0,80.0,4.0,342.0,6.613581,47.4876
205000.0,120.0,0.0,2168.0,6.598727,47.306047
205000.0,805.0,0.0,2168.0,6.598727,47.306047
295350.0,73.0,5.0,206.0,6.016707,47.248306
420000.0,80.0,4.0,811.0,5.920427,47.193117
143000.0,57.0,3.0,774.0,6.575561,47.155661
205000.0,133.0,6.0,1067.0,6.669254,47.493162
278500.0,112.0,6.0,510.0,6.207212,47.024938
263900.0,119.0,5.0,818.0,6.128162,47.244162
263900.0,119.0,5.0,700.0,6.128162,47.244162
209000.0,99.0,5.0,700.0,6.129075,47.100032
242000.0,100.0,5.0,709.0,6.075422,47.159933
242000.0,100.0,5.0,692.0,6.075422,47.159933
174000.0,80.0,3.0,190.0,6.324584,47.338833
98082.69,150.0,4.0,971.0,6.021802,47.024594
98082.69,150.0,4.0,805.0,6.021802,47.024594
190000.0,110.0,3.0,1100.0,6.36019,47.098517
190000.0,80.0,2.0,1100.0,6.36019,47.098517
262000.0,120.0,4.0,1396.0,6.71981,47.120206
108000.0,62.0,0.0,848.0,6.738349,47.31866
95000.0,74.0,5.0,593.0,6.818603,47.534882
210000.0,109.0,5.0,595.0,6.847435,47.453363
150000.0,80.0,4.0,600.0,6.829384,47.500727
200000.0,32.0,2.0,420.0,6.771639,47.491543
200000.0,646.0,0.0,420.0,6.771639,47.491543
200000.0,389.0,0.0,420.0,6.771639,47.491543
130000.0,91.0,5.0,467.0,6.733887,47.479377
110000.0,219.0,8.0,716.0,6.678322,47.315773
323200.0,117.0,4.0,546.0,6.87547,47.239058
358228.0,134.0,5.0,949.0,6.666895,47.100211
161100.0,116.0,4.0,552.0,6.851414,47.457102
40000.0,74.0,4.0,1000.0,7.002165,47.344779
132950.0,81.0,4.0,215.0,6.816149,47.527307
172850.0,82.0,3.0,1487.0,6.692724,47.548834
207890.0,87.0,3.0,730.0,6.871224,47.462067
128250.0,68.0,3.0,281.0,6.735489,47.483747
136000.0,138.0,4.0,152.0,6.862245,47.505492
136000.0,93.0,4.0,254.0,6.862354,47.505508
127000.0,112.0,6.0,590.0,6.831567,47.473427
67500.0,67.0,4.0,680.0,6.915845,47.500214
68000.0,65.0,3.0,175.0,6.8263,47.493039
172900.0,109.0,0.0,577.0,6.839723,47.52831
172900.0,96.0,5.0,577.0,6.839723,47.52831
35000.0,94.0,4.0,190.0,6.864036,47.504383
35000.0,18.0,1.0,63.0,6.864083,47.504205
285000.0,110.0,0.0,148.0,6.849328,47.385354
140000.0,75.0,0.0,2039.0,6.815908,47.447096
140000.0,75.0,0.0,2230.0,6.815908,47.447096
140000.0,89.0,5.0,2230.0,6.815908,47.447096
140000.0,89.0,5.0,2039.0,6.815908,47.447096
98000.0,94.0,5.0,558.0,6.783717,47.50224
65000.0,126.0,6.0,785.0,6.855274,47.4701
65000.0,126.0,6.0,8357.0,6.855274,47.4701
158000.0,111.0,3.0,878.0,6.70514,47.257312
90000.0,93.0,5.0,277.0,6.795978,47.496788
143500.0,64.0,3.0,515.0,6.825464,47.446342
143500.0,64.0,3.0,1133.0,6.825464,47.446342
143500.0,64.0,3.0,1133.0,6.825464,47.446342
143500.0,64.0,3.0,515.0,6.825464,47.446342
70000.0,178.0,0.0,365.0,6.845871,47.482938
152500.0,69.0,3.0,254.0,6.863972,47.504706
115000.0,103.0,4.0,700.0,6.693491,47.452591
175000.0,94.0,4.0,981.0,6.828986,47.456789
175000.0,94.0,4.0,500.0,6.828986,47.456789
100830.0,108.0,7.0,502.0,6.827905,47.460725
344000.0,146.0,6.0,177.0,6.842654,47.496296
366000.0,165.0,6.0,794.0,6.644605,47.190969
129900.0,72.0,3.0,184.0,6.778626,47.413357
109000.0,77.0,5.0,445.0,6.730319,47.483697
145900.0,72.0,2.0,259.0,6.836145,47.489585
255972.0,51.0,1.0,586.0,6.673319,47.247418
255972.0,126.0,6.0,586.0,6.673319,47.247418
151000.0,85.0,4.0,601.0,6.644637,47.442799
237302.0,103.0,5.0,609.0,6.8089,47.245949
122500.0,90.0,3.0,466.0,6.838362,47.348477
352100.0,115.0,5.0,770.0,6.810253,47.213635
45000.0,75.0,4.0,990.0,6.831682,47.347137
70000.0,138.0,5.0,950.0,6.833762,47.446819
80000.0,91.0,4.0,475.0,6.860604,47.473747
160000.0,141.0,6.0,663.0,6.902217,47.467554
160000.0,80.0,0.0,663.0,6.902217,47.467554
185500.0,101.0,5.0,569.0,6.809414,47.511006
315500.0,159.0,5.0,1060.0,6.864723,47.541315
66000.0,96.0,4.0,601.0,6.831112,47.497856
120000.0,235.0,0.0,3000.0,6.639134,47.287484
285000.0,174.0,5.0,700.0,6.835527,47.500193
285000.0,150.0,6.0,907.0,6.783932,47.500337
245000.0,121.0,6.0,923.0,6.806101,47.521977
80000.0,26.0,2.0,732.0,6.852486,47.483329
80000.0,29.0,2.0,732.0,6.852486,47.483329
80000.0,24.0,2.0,138.0,6.852613,47.483261
115000.0,104.0,5.0,813.0,6.804901,47.491167
94400.0,73.0,4.0,202.0,6.835499,47.47478
202000.0,97.0,6.0,522.0,6.826112,47.207316
162500.0,140.0,4.0,375.0,6.841431,47.304432
162500.0,140.0,4.0,325.0,6.841431,47.304432
220000.0,65.0,4.0,669.0,6.821213,47.216807
320000.0,92.0,4.0,1652.0,6.662543,47.101638
320000.0,120.0,4.0,1652.0,6.662543,47.101638
10000.0,80.0,3.0,171.0,6.806076,47.349819
669954.0,418.0,0.0,1894.0,6.843676,47.505599
371000.0,124.0,6.0,1064.0,6.813503,47.252222
200000.0,100.0,4.0,448.0,6.710793,47.522084
70000.0,69.0,4.0,205.0,6.780542,47.517031
112500.0,80.0,4.0,383.0,6.880926,47.242535
480000.0,720.0,0.0,3800.0,6.871005,47.514894
95000.0,96.0,6.0,850.0,6.837349,47.303722
70000.0,61.0,4.0,528.0,6.820219,47.521509
201850.0,100.0,4.0,529.0,6.861509,47.530759
195000.0,150.0,6.0,750.0,6.871729,47.505904
179900.0,293.0,0.0,100.0,6.832051,47.496393
80000.0,52.0,4.0,1046.0,6.777054,47.201975
92000.0,67.0,4.0,548.0,6.824074,47.460294
200250.0,129.0,5.0,353.0,6.86256,47.501941
183000.0,113.0,4.0,976.0,6.852652,47.480973
150000.0,81.0,5.0,610.0,6.823429,47.500412
140000.0,110.0,6.0,849.0,6.854404,47.471952
40000.0,84.0,4.0,214.0,6.897257,47.535171
225000.0,140.0,5.0,572.0,6.882595,47.446184
296895.0,74.0,3.0,721.0,6.828652,47.252146
64000.0,116.0,6.0,442.0,6.824262,47.468729
220000.0,159.0,6.0,1266.0,6.819946,47.488827
220000.0,86.0,0.0,1266.0,6.819946,47.488827
220000.0,49.0,3.0,1266.0,6.819946,47.488827
220000.0,54.0,3.0,1266.0,6.819946,47.488827
220000.0,159.0,6.0,750.0,6.819946,47.488827
220000.0,86.0,0.0,750.0,6.819946,47.488827
220000.0,49.0,3.0,750.0,6.819946,47.488827
220000.0,54.0,3.0,750.0,6.819946,47.488827
80000.0,100.0,5.0,325.0,6.831673,47.486907
176950.0,74.0,4.0,646.0,6.828085,47.497627
150000.0,94.0,5.0,500.0,6.835263,47.474007
150000.0,94.0,5.0,557.0,6.835263,47.474007
161000.0,84.0,5.0,691.0,6.852037,47.461211
184000.0,115.0,5.0,465.0,6.820625,47.490167
430000.0,215.0,0.0,708.0,6.838202,47.483623
430000.0,64.0,2.0,708.0,6.838202,47.483623
430000.0,53.0,2.0,708.0,6.838202,47.483623
430000.0,79.0,3.0,708.0,6.838202,47.483623
430000.0,108.0,4.0,708.0,6.838202,47.483623
430000.0,31.0,0.0,708.0,6.838202,47.483623
430000.0,31.0,0.0,708.0,6.838202,47.483623
430000.0,90.0,0.0,708.0,6.838202,47.483623
85000.0,96.0,4.0,529.0,6.87092,47.460046
27500.0,64.0,4.0,604.0,6.852651,47.4615
169000.0,145.0,5.0,1057.0,6.820953,47.457344
123000.0,92.0,5.0,694.0,6.816105,47.319574
55000.0,117.0,7.0,624.0,6.840614,47.491998
21875.0,80.0,2.0,676.0,6.893521,47.477504
21875.0,84.0,3.0,676.0,6.893521,47.477504
21875.0,75.0,3.0,676.0,6.893521,47.477504
143000.0,98.0,5.0,794.0,6.867145,47.544955
143000.0,98.0,5.0,600.0,6.867145,47.544955
54000.0,122.0,7.0,655.0,6.769569,47.506537
400000.0,50.0,2.0,778.0,6.793616,47.508569
400000.0,79.0,1.0,778.0,6.793616,47.508569
400000.0,60.0,2.0,778.0,6.793616,47.508569
400000.0,125.0,4.0,778.0,6.793616,47.508569
400000.0,174.0,0.0,778.0,6.793616,47.508569
400000.0,158.0,0.0,326.0,6.793469,47.508619
400000.0,157.0,0.0,326.0,6.793469,47.508619
97500.0,91.0,4.0,205.0,6.915185,47.520867
97500.0,100.0,0.0,205.0,6.915185,47.520867
119895.0,90.0,5.0,802.0,6.828702,47.471971
268800.0,90.0,5.0,713.0,6.815547,47.220194
121000.0,115.0,5.0,551.0,6.84789,47.447366
252100.0,130.0,5.0,1005.0,6.678817,47.373531
78000.0,94.0,5.0,1043.0,6.80354,47.532522
154000.0,101.0,4.0,1432.0,6.701835,47.424182
177000.0,140.0,6.0,707.0,6.807748,47.523252
110000.0,155.0,6.0,719.0,6.785478,47.514216
56700.0,63.0,4.0,306.0,6.783117,47.515807
170000.0,90.0,5.0,1017.0,6.841694,47.383578
145400.0,96.0,5.0,954.0,6.756091,47.482179
