valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
343500.0,91.0,4.0,1004.0,6.718273,47.154835
262300.0,93.0,4.0,1011.0,5.886846,47.236006
146000.0,56.0,2.0,263.0,6.378273,46.872293
357200.0,149.0,5.0,367.0,6.387463,47.050977
220000.0,42.0,0.0,393.0,5.885236,47.102137
260000.0,95.0,4.0,800.0,5.934243,47.244323
66502.65,46.0,1.0,227.0,6.850191,47.49725
189070.0,106.0,4.0,933.0,6.88332,47.427113
240000.0,116.0,6.0,881.0,5.977269,47.287657
150000.0,131.0,0.0,300.0,6.361817,47.351676
202000.0,93.0,4.0,809.0,5.81879,47.188105
199500.0,115.0,4.0,500.0,6.550551,47.219394
371000.0,174.0,5.0,1010.0,6.140364,47.115187
245000.0,121.0,6.0,923.0,6.806101,47.521977
370000.0,120.0,3.0,7130.0,6.867168,47.226007
240000.0,100.0,4.0,290.0,6.605826,47.045621
700000.0,170.0,0.0,450.0,6.795855,47.509833
245000.0,123.0,0.0,985.0,6.081813,47.231913
117150.0,53.0,3.0,292.0,6.139396,47.102287
300000.0,84.0,5.0,790.0,6.605154,47.043317
404111.53,165.0,6.0,552.0,6.368838,46.900265
395000.0,104.0,0.0,710.0,6.277646,47.039688
381250.0,21.0,1.0,485.0,6.029554,47.246179
197500.0,79.0,4.0,546.0,5.912187,47.272847
190000.0,190.0,9.0,625.0,6.112323,47.220461
911668.44,679.0,0.0,3312.0,6.2331,46.896098
430000.0,60.0,3.0,1120.0,6.020654,47.255027
244300.0,140.0,6.0,1092.0,5.976583,47.305247
216000.0,81.0,4.0,1085.0,6.069136,47.03623
255000.0,140.0,4.0,789.0,6.544752,47.09568
215000.0,107.0,6.0,1094.0,5.887894,47.168416
313200.0,111.0,4.0,324.0,6.690895,47.062975
152000.0,68.0,3.0,67.0,6.811225,47.448713
267000.0,43.0,0.0,298.0,6.836871,47.461481
147000.0,81.0,5.0,400.0,6.754623,47.34799
387910.0,78.0,4.0,673.0,6.560011,47.113462
250000.0,123.0,4.0,100.0,6.832432,47.303762
697000.0,30.0,1.0,500.0,6.001664,47.212117
410000.0,60.0,2.0,986.0,6.338888,46.77674
387000.0,149.0,7.0,1020.0,5.966876,47.203515
230000.0,92.0,3.0,631.0,6.855529,47.479981
226870.0,122.0,5.0,651.0,6.137838,47.157089
94000.0,41.0,1.0,97.0,6.355621,47.477737
350000.0,40.0,2.0,889.0,6.016538,47.224998
325000.0,144.0,6.0,1285.0,6.129889,47.107762
192000.0,104.0,5.0,824.0,5.953872,47.12783
138000.0,540.0,0.0,1368.0,6.058673,47.267924
115200.0,116.0,6.0,418.0,6.368372,47.344348
288800.0,146.0,5.0,647.0,6.265513,47.154354
192000.0,86.0,5.0,1320.0,5.894282,47.306851
89000.0,116.0,5.0,150.0,6.795438,47.533722
1400000.0,820.0,0.0,2512.0,5.993884,47.28776
215000.0,67.0,2.0,552.0,6.79229,47.50668
55000.0,10.0,1.0,18.0,6.001758,47.207505
140000.0,23.0,1.0,214.0,6.789909,47.50889
333000.0,172.0,6.0,1000.0,6.820878,47.459894
235000.0,103.0,4.0,950.0,6.618866,47.256676
150000.0,90.0,3.0,864.0,6.037438,47.259287
118500.0,95.0,4.0,155.0,6.051854,47.334103
250970.0,148.0,6.0,2062.0,6.736813,47.48282
110000.0,204.0,5.0,837.0,6.638748,47.103493
231000.0,110.0,6.0,964.0,5.963416,47.255388
450000.0,60.0,1.0,678.0,5.99072,47.23028
183000.0,94.0,5.0,241.0,6.819029,47.527332
150400.0,72.0,4.0,1035.0,5.910436,47.183086
250000.0,90.0,5.0,1165.0,6.51709,47.12826
800000.0,72.0,3.0,702.0,6.021584,47.233606
746000.0,96.0,4.0,354.0,6.025316,47.234822
495830.0,41.0,0.0,747.0,6.119143,46.954093
132900.0,76.0,2.0,743.0,6.766897,47.379789
270000.0,66.0,0.0,340.0,6.717816,47.121463
330202.0,151.0,5.0,1166.0,6.122591,47.363936
110000.0,116.0,6.0,375.0,6.834196,47.461281
260000.0,80.0,4.0,2321.0,6.068208,47.226158
290000.0,131.0,4.0,1420.0,6.309953,47.079185
95000.0,88.0,3.0,427.0,6.913693,47.430805
450000.0,78.0,5.0,310.0,6.607851,47.055088
261500.0,85.0,5.0,512.0,6.017418,47.260058
150000.0,92.0,5.0,750.0,6.492624,47.399741
98000.0,46.0,2.0,870.0,6.875137,47.451046
70000.0,58.0,3.0,489.0,6.021059,47.266767
195000.0,64.0,4.0,650.0,6.361341,47.357358
236850.0,101.0,4.0,1577.0,6.044801,47.148643
450000.0,180.0,4.0,1060.0,6.793555,47.511262
105000.0,165.0,5.0,896.0,5.870931,47.208206
187000.0,100.0,7.0,784.0,5.934275,47.251598
273030.0,126.0,5.0,847.0,6.162722,46.932475
176150.0,93.0,5.0,784.0,6.335257,47.35014
1150000.0,249.0,3.0,21960.0,6.09014,47.280741
165000.0,103.0,5.0,220.0,5.855904,47.079565
180000.0,77.0,4.0,802.0,6.839258,47.383558
214500.0,112.0,6.0,960.0,6.827644,47.536746
65000.0,100.0,5.0,72.0,6.68885,47.454568
145000.0,65.0,2.0,838.0,6.52367,47.131521
222780.0,146.0,5.0,1749.0,6.113126,47.080424
250000.0,153.0,5.0,2900.0,6.85934,47.220415
560000.0,105.0,5.0,214.0,6.603911,47.0573
220000.0,150.0,6.0,562.0,6.164989,47.196987
260000.0,106.0,5.0,685.0,6.849316,47.383153
366000.0,158.0,4.0,1001.0,6.541094,47.097995
236000.0,95.0,4.0,921.0,5.933177,47.24647
185000.0,90.0,3.0,1344.0,6.348275,47.074064
65000.0,52.0,2.0,1600.0,6.891488,47.403323
286000.0,70.0,3.0,606.0,6.347124,46.910983
157520.0,108.0,4.0,3280.0,6.40128,47.500251
137000.0,75.0,2.0,75.0,6.245622,47.404168
267000.0,50.0,3.0,298.0,6.836871,47.461481
235000.0,113.0,4.0,1012.0,5.990972,47.27406
310000.0,72.0,2.0,353.0,6.115163,47.273803
197500.0,160.0,5.0,243.0,6.76975,47.384683
176000.0,64.0,3.0,450.0,6.2641,47.152376
450000.0,240.0,0.0,418.0,6.071926,47.279174
54000.0,105.0,4.0,500.0,6.116859,47.385197
330000.0,300.0,0.0,2322.0,6.131597,46.954912
153500.0,144.0,5.0,1014.0,6.118038,47.016083
149500.0,88.0,4.0,464.0,5.901885,47.159
458000.0,194.0,8.0,994.0,6.540569,47.098016
361050.0,260.0,7.0,530.0,6.809336,47.520275
100000.0,100.0,4.0,433.0,6.785059,47.439416
290000.0,135.0,0.0,4217.0,6.354704,46.912123
280000.0,98.0,3.0,730.0,6.185487,46.809429
178800.0,101.0,7.0,874.0,5.92535,47.235597
261195.0,221.0,6.0,1218.0,6.182363,46.870418
221710.0,110.0,6.0,988.0,6.746885,47.471422
269800.0,103.0,4.0,795.0,6.84715,47.482729
160000.0,120.0,6.0,296.0,6.118095,46.673868
197000.0,89.0,4.0,2693.0,6.399163,47.216304
137800.0,71.0,3.0,301.0,6.139215,47.102367
157000.0,141.0,6.0,913.0,6.864353,47.484018
201000.0,114.0,5.0,804.0,6.828563,47.53645
210000.0,81.0,0.0,138.0,6.800635,47.510463
332500.0,40.0,3.0,217.0,6.190843,46.7085
160000.0,170.0,5.0,2203.0,6.813747,47.211394
246000.0,89.0,4.0,1001.0,6.338156,47.147044
385700.0,268.0,9.0,249.0,6.116246,47.225923
200000.0,78.0,6.0,38.0,6.016762,47.239747
284250.0,80.0,5.0,933.0,5.995759,47.241927
90000.0,100.0,4.0,395.0,6.660442,47.34276
830000.0,75.0,3.0,586.0,5.988726,47.184381
160000.0,65.0,4.0,500.0,6.296797,47.108882
184000.0,88.0,4.0,384.0,6.276395,47.143796
570000.0,57.0,3.0,7460.0,6.839228,47.454458
1153000.0,68.0,3.0,882.0,6.024761,47.231652
380000.0,120.0,4.0,175.0,6.280064,46.771781
220000.0,124.0,5.0,725.0,6.535739,47.210428
290000.0,106.0,5.0,1203.0,6.163217,46.853959
189000.0,90.0,3.0,660.0,6.735676,47.161215
225000.0,73.0,4.0,881.0,6.523128,47.12539
500300.0,125.0,6.0,1102.0,6.368852,46.905391
250000.0,87.0,4.0,453.0,6.049926,47.256191
181650.0,80.0,3.0,661.0,6.0628,46.862554
241800.0,91.0,5.0,560.0,6.331791,47.147223
230000.0,102.0,2.0,598.0,6.009707,47.223093
200000.0,58.0,2.0,283.0,5.885142,47.103862
230500.0,106.0,3.0,892.0,6.327285,47.413299
325000.0,72.0,0.0,1000.0,6.113958,47.228867
95000.0,390.0,0.0,1718.0,6.243316,47.086499
22000.0,82.0,4.0,87.0,6.356697,47.48138
265000.0,157.0,4.0,2260.0,5.811321,47.228503
179040.5,120.0,4.0,1258.0,6.78279,47.430639
128500.0,106.0,5.0,228.0,6.810452,47.519054
40000.0,79.0,3.0,495.0,6.340747,47.093351
322900.0,128.0,5.0,910.0,6.818031,47.248907
225180.0,108.0,5.0,701.0,6.133122,47.324251
200000.0,134.0,6.0,886.0,6.824061,47.498511
230500.0,18.0,0.0,892.0,6.327285,47.413299
250000.0,102.0,3.0,622.0,6.352483,46.917309
800900.0,14.0,1.0,3488.0,6.604508,47.062812
170000.0,90.0,5.0,494.0,6.011846,47.328253
390000.0,112.0,4.0,608.0,5.897046,47.22225
138000.0,88.0,5.0,632.0,6.730769,47.48644
57500.0,180.0,0.0,658.0,6.56006,47.426992
344000.0,100.0,4.0,280.0,5.996427,47.227695
50000.0,60.0,0.0,810.0,6.700959,47.256144
259900.0,138.0,6.0,4218.0,6.818299,47.393
425000.0,337.0,11.0,3000.0,6.772541,47.378082
410000.0,246.0,7.0,364.0,6.162178,47.197797
75000.0,62.0,3.0,133.0,6.847463,47.473267
175000.0,81.0,3.0,306.0,5.901157,47.155927
145000.0,136.0,9.0,750.0,6.638475,47.220455
139000.0,131.0,6.0,544.0,6.838991,47.460932
155000.0,76.0,4.0,995.0,6.526296,47.132318
117500.0,110.0,5.0,392.0,6.372758,47.133893
140000.0,154.0,3.0,693.0,6.300167,47.230185
170000.0,145.0,6.0,1110.0,6.812163,47.217593
10000.0,45.0,2.0,84.0,6.274183,47.040649
220000.0,24.0,0.0,690.0,6.793784,47.51708
146000.0,74.0,3.0,263.0,6.378273,46.872293
527300.0,100.0,5.0,1163.0,6.226841,46.931125
505760.0,51.0,2.0,346.0,6.035994,47.247709
400000.0,79.0,1.0,778.0,6.793616,47.508569
245000.0,96.0,3.0,1025.0,6.068576,47.208461
325000.0,163.0,6.0,691.0,5.893817,47.099084
28000.0,24.0,1.0,790.0,6.627256,47.447412
195000.0,155.0,5.0,583.0,6.557432,47.262719
272000.0,76.0,4.0,502.0,6.45279,46.898102
218500.0,128.0,5.0,613.0,6.814735,47.211805
320000.0,55.0,2.0,226.0,6.378231,46.947393
155000.0,90.0,4.0,400.0,6.445714,47.245076
90000.0,108.0,0.0,261.0,6.839755,47.480328
725000.0,207.0,4.0,1100.0,5.972251,47.287341
153600.0,130.0,5.0,4981.0,6.304238,47.340796
399100.0,125.0,5.0,1010.0,5.965262,47.236216
640000.0,160.0,7.0,1105.0,5.88918,47.224128
130000.0,73.0,4.0,507.0,6.851852,47.465306
48000.0,202.0,0.0,201.0,6.118667,46.953215
218100.0,84.0,4.0,271.0,6.058792,47.248477
234550.0,88.0,4.0,836.0,5.846026,47.2613
390000.0,115.0,6.0,1222.0,5.994292,47.246324
232300.0,89.0,5.0,875.0,5.895657,47.308245
86000.0,108.0,3.0,532.0,6.732284,47.426681
269400.0,202.0,9.0,527.0,6.957449,47.312394
234970.0,161.0,6.0,737.0,6.111568,46.869947
439750.0,167.0,9.0,1000.0,5.780242,47.194588
265000.0,135.0,4.0,282.0,5.93104,47.25462
275000.0,54.0,2.0,654.0,6.400797,47.18299
234760.0,74.0,4.0,575.0,6.670023,47.061383
273000.0,39.0,2.0,577.0,6.82999,47.443623
278300.0,80.0,4.0,1210.0,6.399599,47.176512
265000.0,116.0,4.0,620.0,6.788227,47.527469
313000.0,100.0,4.0,287.0,6.062085,47.27855
450000.0,83.0,3.0,916.0,6.071926,47.279174
300000.0,48.0,3.0,150.0,6.033975,47.250881
185000.0,25.0,1.0,242.0,6.410192,47.342074
80000.0,80.0,5.0,266.0,6.849199,47.44391
130500.0,156.0,5.0,1840.0,6.522983,47.232983
150000.0,67.0,4.0,471.0,6.878041,47.246445
697000.0,35.0,1.0,1450.0,6.001664,47.212117
313000.0,100.0,4.0,287.0,6.062085,47.27855
28000.0,95.0,4.0,345.0,6.450107,47.500622
20000.0,80.0,2.0,622.0,6.163151,47.340159
365000.0,57.0,2.0,1200.0,6.229824,46.995167
150000.0,65.0,4.0,525.0,6.81997,47.216869
211000.0,114.0,6.0,709.0,5.97877,47.287962
190000.0,122.0,5.0,571.0,6.787899,47.435769
125000.0,74.0,5.0,591.0,6.818382,47.534864
223000.0,92.0,4.0,1106.0,6.148175,47.164116
400000.0,77.0,3.0,380.0,5.995413,47.238908
228300.0,111.0,6.0,352.0,6.207473,46.853785
183300.0,68.0,3.0,443.0,6.037319,47.256277
230000.0,172.0,0.0,250.0,6.853629,47.384502
88100.0,74.0,4.0,592.0,6.911333,47.503061
425000.0,24.0,1.0,122.0,6.800504,47.510318
90000.0,98.0,4.0,1297.0,6.747047,47.313632
163120.0,118.0,5.0,1049.0,5.928849,47.160595
199000.0,107.0,5.0,600.0,6.217129,47.269721
113500.0,80.0,3.0,518.0,6.894658,47.532125
280000.0,42.0,2.0,1413.0,6.616077,47.067172
355000.0,19.0,0.0,553.0,6.057091,47.33591
204000.0,55.0,3.0,392.0,6.676823,47.533257
147080.0,88.0,5.0,504.0,5.848453,47.115179
193000.0,74.0,4.0,421.0,5.912266,47.273246
290000.0,105.0,4.0,1756.0,6.024401,47.116744
276500.0,157.0,6.0,435.0,6.047962,47.141063
185000.0,130.0,6.0,762.0,6.832467,47.5199
176200.0,79.0,3.0,310.0,6.224042,47.062052
166900.0,37.0,2.0,334.0,6.341347,46.765932
159000.0,75.0,4.0,1000.0,6.11965,47.016043
224000.0,82.0,3.0,471.0,6.83182,47.447202
159000.0,90.0,5.0,559.0,6.82566,47.535353
372000.0,145.0,5.0,1000.0,6.184977,47.248424
455000.0,70.0,3.0,366.0,6.022854,47.114776
80000.0,84.0,4.0,456.0,6.537131,47.453905
258700.0,89.0,4.0,732.0,5.934845,47.245748
230500.0,18.0,0.0,892.0,6.327285,47.413299
284290.0,194.0,10.0,977.0,6.82871,47.498557
390000.0,70.0,0.0,943.0,6.350721,47.149969
415000.0,756.0,0.0,2000.0,5.993497,47.239139
114297.0,105.0,3.0,1162.0,6.187097,47.246814
100000.0,1100.0,0.0,2004.0,6.057474,47.269197
640000.0,209.0,6.0,578.0,6.614257,47.055123
92700.0,69.0,3.0,337.0,6.836767,47.502735
389589.0,238.0,7.0,787.0,6.212231,46.863565
170900.0,112.0,4.0,686.0,6.205178,47.330834
473527.5,110.0,5.0,808.0,6.361394,46.908508
188000.0,79.0,3.0,1254.0,5.923659,47.27691
213000.0,100.0,3.0,917.0,6.800609,47.493376
128900.0,97.0,6.0,1110.0,6.711021,47.460574
175650.0,88.0,5.0,542.0,6.77089,47.389335
141000.0,94.0,5.0,593.0,6.816965,47.518927
116985.0,135.0,3.0,710.0,6.152993,47.011588
221560.0,57.0,2.0,971.0,6.383818,47.054096
87000.0,78.0,3.0,313.0,6.823372,47.489105
162500.0,140.0,4.0,375.0,6.841431,47.304432
260000.0,134.0,5.0,536.0,6.023807,47.265868
264400.0,130.0,5.0,635.0,6.365506,47.323219
154000.0,206.0,8.0,408.0,6.583499,47.447576
270200.0,97.0,4.0,1113.0,6.398869,47.186726
168000.0,76.0,5.0,498.0,6.85604,47.508487
224000.0,82.0,4.0,655.0,6.124549,47.32144
212000.0,40.0,1.0,638.0,6.88006,47.436846
550000.0,336.0,0.0,1817.0,6.778697,47.416908
555000.0,127.0,6.0,6053.0,5.874091,47.179273
110300.0,80.0,3.0,96.0,6.829079,47.490234
260000.0,395.0,0.0,1662.0,6.778859,47.416544
240000.0,68.0,4.0,204.0,6.031725,47.251114
170000.0,100.0,3.0,1160.0,6.627689,47.053201
370000.0,166.0,6.0,562.0,6.043905,47.241091
315000.0,95.0,4.0,638.0,6.3432,46.894962
107200.0,68.0,2.0,640.0,6.332866,47.268101
325000.0,184.0,6.0,1109.0,6.060027,47.273085
188400.0,125.0,5.0,1201.0,5.955316,47.095602
100000.0,104.0,3.0,75.0,6.582271,47.449244
181900.0,120.0,4.0,620.0,6.192802,47.082055
260000.0,113.0,6.0,888.0,6.107572,47.273908
288000.0,120.0,5.0,2895.0,6.6529,47.190497
156000.0,80.0,5.0,1243.0,6.842891,47.460424
140000.0,74.0,3.0,232.0,6.041938,47.26045
120000.0,86.0,3.0,905.0,6.345507,47.341808
430000.0,136.0,4.0,821.0,6.376665,46.867149
103500.0,61.0,4.0,140.0,6.778099,47.509706
96000.0,75.0,3.0,241.0,6.016021,47.324014
304000.0,200.0,5.0,879.0,6.419121,46.966155
330000.0,151.0,4.0,966.0,6.370231,47.350066
143800.0,64.0,3.0,103.0,6.198109,47.023236
80000.0,76.0,2.0,767.0,6.835977,47.461602
47000.0,56.0,3.0,725.0,6.901399,47.479151
125800.0,69.0,3.0,304.0,6.794281,47.534789
196850.0,85.0,4.0,1194.0,6.148634,46.686704
202847.88,76.0,3.0,1380.0,6.841506,47.377318
453350.0,128.0,6.0,611.0,6.166043,47.220903
577000.0,231.0,7.0,1521.0,5.901562,47.261041
251200.0,94.0,4.0,401.0,6.135115,47.289332
155000.0,114.0,5.0,1090.0,6.794496,47.245514
95000.0,100.0,5.0,498.0,6.836251,47.490067
320000.0,115.0,4.0,180.0,6.472674,47.375606
325000.0,105.0,4.0,880.0,5.871031,47.209667
119000.0,101.0,4.0,709.0,6.591555,47.447006
61000.0,65.0,3.0,355.0,6.771753,47.49492
110000.0,121.0,4.0,1510.0,6.039148,47.091443
43000.0,102.0,5.0,136.0,6.821604,47.475098
254000.0,85.0,3.0,1352.0,6.290424,47.108568
465000.0,52.0,0.0,57.0,6.350711,46.905678
174500.0,255.0,0.0,553.0,5.827122,47.273058
80000.0,152.0,5.0,282.0,6.077148,47.336503
700000.0,84.0,0.0,3441.0,6.018118,47.256851
101000.0,64.0,4.0,765.0,6.852989,47.506189
260318.0,117.0,4.0,880.0,6.196832,46.710191
225000.0,88.0,4.0,600.0,6.721217,47.188663
440000.0,160.0,0.0,603.0,6.310379,46.915819
381655.0,46.0,2.0,118.0,6.020644,47.241008
263000.0,100.0,5.0,599.0,6.355621,46.915015
30000.0,106.0,6.0,526.0,6.786828,47.519221
315000.0,92.0,6.0,662.0,6.818702,47.217581
231525.0,114.0,6.0,744.0,6.723272,47.158634
400000.0,508.0,0.0,1333.0,6.82779,47.482915
540000.0,50.0,0.0,1000.0,5.88369,47.069764
100000.0,67.0,4.0,395.0,6.63469,47.217768
476900.0,147.0,6.0,1134.0,6.6061,47.039178
169250.0,65.0,3.0,862.0,6.033184,47.265612
35000.0,100.0,4.0,505.0,5.822728,47.037986
1073000.0,1150.0,0.0,3000.0,6.136926,46.955275
374200.0,115.0,4.0,518.0,6.014624,47.24537
165000.0,97.0,3.0,460.0,6.854806,47.495235
110000.0,72.0,3.0,800.0,6.181318,47.248001
382250.0,220.0,7.0,889.0,6.152783,47.304126
157200.0,57.0,3.0,229.0,6.19684,46.716809
313000.0,90.0,3.0,440.0,6.347629,47.148514
30000.0,112.0,4.0,970.0,6.313989,47.426042
160000.0,84.0,5.0,568.0,6.767766,47.495276
478100.0,169.0,6.0,848.0,6.000258,47.261849
227000.0,130.0,5.0,546.0,6.171878,46.695425
99340.0,80.0,4.0,1089.0,6.805739,47.449768
133000.0,49.0,3.0,500.0,6.071871,47.099426
52000.0,84.0,4.0,1530.0,6.557361,47.289812
90000.0,82.0,3.0,500.0,6.393173,47.180785
26315.0,13.0,1.0,1652.0,6.75512,47.336745
165000.0,80.0,0.0,440.0,6.133743,47.285384
80000.0,80.0,5.0,714.0,6.81835,47.488237
600000.0,1169.0,0.0,3447.0,6.661982,47.102951
324300.0,33.0,0.0,580.0,6.036612,47.249788
125900.0,94.0,4.0,673.0,6.235109,47.24334
80000.0,84.0,4.0,1720.0,6.537131,47.453905
226000.0,140.0,5.0,272.0,5.926126,47.24048
71000.0,227.0,0.0,65.0,6.581056,47.450089
179000.0,19.0,1.0,90.0,6.795539,47.508307
332000.0,60.0,2.0,772.0,6.014972,47.246414
60000.0,81.0,4.0,775.0,6.785589,47.451777
300000.0,81.0,4.0,955.0,6.826587,47.213095
122000.0,99.0,5.0,608.0,6.783665,47.502061
575000.0,120.0,4.0,955.0,6.601778,47.057087
288050.0,117.0,4.0,1108.0,6.43171,47.140418
4320.0,106.0,3.0,20.0,6.732928,47.102303
340000.0,52.0,2.0,368.0,6.342669,46.905902
413400.0,143.0,5.0,583.0,6.041992,47.244925
172000.0,53.0,3.0,563.0,6.844673,47.460421
204550.0,91.0,5.0,190.0,6.134022,47.103049
225880.0,105.0,4.0,500.0,6.283225,47.264968
275200.0,91.0,5.0,943.0,6.557587,47.108637
345000.0,220.0,5.0,582.0,6.618638,47.069668
209000.0,150.0,6.0,165.0,6.294526,46.744922
846250.0,247.0,7.0,500.0,6.079466,47.238592
315000.0,89.0,5.0,454.0,6.352121,46.768561
340000.0,151.0,4.0,905.0,6.31546,47.08723
201050.0,60.0,2.0,987.0,6.74592,47.19781
800000.0,271.0,9.0,6294.0,6.044621,47.240567
236130.0,60.0,3.0,139.0,6.914024,47.235927
228638.0,54.0,3.0,271.0,6.339348,46.7652
