valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,prix_par_m2,surface_terrain_log,est_maison
291712.5,87.0,3.0,2650.0,5.889767,47.095924,3353.0172413793102,7.8826922062890254,1
166300.0,80.0,4.0,486.0,5.948979,47.167504,2078.75,6.18826412308259,1
166300.0,80.0,4.0,629.0,5.948979,47.167504,2078.75,6.4457198193855785,1
214500.0,125.0,6.0,557.0,5.785613,47.039206,1716.0,6.324358962381311,1
214500.0,125.0,6.0,600.0,5.785613,47.039206,1716.0,6.398594934535208,1
142100.0,132.0,5.0,2699.0,5.790169,47.035344,1076.5151515151515,7.90100705199242,1
20000.0,70.0,2.0,160.0,6.229601,47.297156,285.7142857142857,5.081404364984463,1
182200.0,53.0,2.0,418.0,6.08199,46.887932,3437.735849056604,6.037870919922137,1
182200.0,80.0,5.0,532.0,6.08199,46.887932,2277.5,6.278521424165844,1
182200.0,53.0,2.0,532.0,6.08199,46.887932,3437.735849056604,6.278521424165844,1
182200.0,80.0,5.0,418.0,6.08199,46.887932,2277.5,6.037870919922137,1
225000.0,65.0,2.0,2400.0,6.224525,47.000583,3461.5384615384614,7.783640596221253,1
225000.0,185.0,5.0,2400.0,6.224525,47.000583,1216.2162162162163,7.783640596221253,1
225000.0,75.0,2.0,2400.0,6.224525,47.000583,3000.0,7.783640596221253,1
225000.0,80.0,2.0,4620.0,6.224525,47.000583,2812.5,8.438366410870266,1
225000.0,185.0,5.0,4620.0,6.224525,47.000583,1216.2162162162163,8.438366410870266,1
290000.0,66.0,4.0,612.0,6.199662,46.710746,4393.939393939394,6.418364935936212,1
225000.0,75.0,2.0,4620.0,6.224525,47.000583,3000.0,8.438366410870266,1
225000.0,65.0,2.0,4620.0,6.224525,47.000583,3461.5384615384614,8.438366410870266,1
225000.0,80.0,2.0,2400.0,6.224525,47.000583,2812.5,7.783640596221253,1
415000.0,125.0,4.0,610.0,6.29617,46.746875,3320.0,6.415096959171596,1
542100.0,204.0,5.0,561.0,6.052793,47.336572,2657.3529411764707,6.331501849893691,1
542100.0,204.0,5.0,500.0,6.052793,47.336572,2657.3529411764707,6.2166061010848646,1
330000.0,112.0,5.0,664.0,5.98068,47.283672,2946.4285714285716,6.499787040655854,1
220000.0,96.0,3.0,664.0,6.527146,47.129503,2291.6666666666665,6.499787040655854,1
1500.0,18.0,0.0,99.0,6.581142,47.437749,83.33333333333333,4.605170185988092,1
57800.0,71.0,3.0,958.0,6.459795,47.398176,814.0845070422536,6.8658910748834385,1
116900.0,113.0,4.0,987.0,6.337725,47.429139,1034.513274336283,6.895682697747868,1
340000.0,89.0,4.0,500.0,5.970059,47.20925,3820.224719101124,6.2166061010848646,1
340000.0,89.0,4.0,604.0,5.970059,47.20925,3820.224719101124,6.405228458030842,1
319300.0,60.0,4.0,185.0,6.013304,47.233081,5321.666666666667,5.225746673713202,1
130000.0,135.0,7.0,2260.0,6.526843,47.311266,962.9629629629629,7.72356247227797,1
130000.0,135.0,7.0,165.0,6.526843,47.311266,962.9629629629629,5.111987788356544,1
150000.0,170.0,4.0,317.0,6.269712,46.878403,882.3529411764706,5.762051382780177,1
212000.0,110.0,5.0,450.0,6.579947,47.297686,1927.2727272727273,6.111467339502679,1
215000.0,90.0,4.0,782.0,6.046422,47.260146,2388.8888888888887,6.663132695990803,1
504000.0,177.0,5.0,915.0,6.544282,47.005745,2847.4576271186443,6.82001636467413,1
100000.0,57.0,3.0,818.0,6.372558,46.743142,1754.3859649122808,6.70808408385307,1
385000.0,74.0,3.0,1175.0,6.66633,47.056992,5202.7027027027025,7.069874128458572,1
385000.0,74.0,3.0,1175.0,6.66633,47.056992,5202.7027027027025,7.069874128458572,1
105000.0,93.0,3.0,133.0,6.613308,47.500305,1129.032258064516,4.897839799950911,1
374300.0,130.0,7.0,1000.0,6.37795,46.949147,2879.230769230769,6.90875477931522,1
374300.0,130.0,7.0,2553.0,6.37795,46.949147,2879.230769230769,7.845416036592485,1
395000.0,84.0,3.0,536.0,6.361147,46.901608,4702.380952380952,6.285998094508865,1
268280.0,160.0,6.0,510.0,6.372806,46.742515,1676.75,6.236369590203704,1
266000.0,158.0,5.0,232.0,6.30985,47.078258,1683.5443037974683,5.4510384535657,1
179090.0,60.0,3.0,174.0,5.86263,47.191284,2984.8333333333335,5.1647859739235145,1
160000.0,68.0,4.0,358.0,6.000897,47.23368,2352.9411764705883,5.883322388488279,1
262000.0,117.0,4.0,788.0,5.923895,47.231857,2239.3162393162393,6.670766320845874,1
262000.0,117.0,4.0,1623.0,5.923895,47.231857,2239.3162393162393,7.392647520721623,1
203700.0,91.0,5.0,184.0,6.220641,47.062535,2238.4615384615386,5.220355825078324,1
170000.0,117.0,3.0,1095.0,6.468218,47.225162,1452.991452991453,6.999422467507961,1
170000.0,195.0,3.0,1095.0,6.468218,47.225162,871.7948717948718,6.999422467507961,1
230870.0,125.0,7.0,819.0,5.899708,47.226156,1846.96,6.709304340258298,1
156000.0,105.0,5.0,536.0,6.375914,47.112336,1485.7142857142858,6.285998094508865,1
156000.0,68.0,4.0,536.0,6.375914,47.112336,2294.1176470588234,6.285998094508865,1
156000.0,158.0,6.0,536.0,6.375914,47.112336,987.3417721518987,6.285998094508865,1
90000.0,110.0,3.0,715.0,5.786572,47.03733,818.1818181818181,6.573680166960646,1
589600.0,147.0,4.0,918.0,6.350916,46.790963,4010.8843537414964,6.823286122355687,1
589600.0,20.0,0.0,918.0,6.350916,46.790963,29480.0,6.823286122355687,1
207000.0,66.0,3.0,158.0,6.088989,47.264401,3136.3636363636365,5.0689042022202315,1
207000.0,66.0,3.0,158.0,6.088989,47.264401,3136.3636363636365,5.0689042022202315,1
85550.0,46.0,3.0,495.0,6.362534,47.345733,1859.7826086956522,6.206575926724928,1
169980.0,68.0,5.0,920.0,5.82279,47.165144,2499.705882352941,6.825460036255307,1
60000.0,90.0,3.0,134.0,5.97186,47.322931,666.6666666666666,4.90527477843843,1
340000.0,562.0,0.0,1500.0,6.039319,47.262955,604.982206405694,7.313886831633462,1
208229.0,83.0,4.0,190.0,5.933069,47.231983,2508.7831325301204,5.25227342804663,1
243000.0,289.0,0.0,196.0,6.115037,46.954379,840.8304498269896,5.2832037287379885,1
243000.0,36.0,3.0,517.0,6.115294,46.953922,6750.0,6.249975242259483,1
243000.0,30.0,0.0,517.0,6.115294,46.953922,8100.0,6.249975242259483,1
243000.0,125.0,5.0,517.0,6.115294,46.953922,1944.0,6.249975242259483,1
243000.0,153.0,0.0,645.0,6.115375,46.954038,1588.235294117647,6.470799503782602,1
243000.0,93.0,5.0,600.0,5.907838,47.180274,2612.9032258064517,6.398594934535208,1
243000.0,93.0,5.0,660.0,5.907838,47.180274,2612.9032258064517,6.493753839851686,1
209500.0,120.0,4.0,1014.0,6.030032,47.122238,1745.8333333333333,6.922643891475888,1
310000.0,35.0,2.0,349.0,6.366432,46.898156,8857.142857142857,5.857933154483459,1
310000.0,58.0,2.0,349.0,6.366432,46.898156,5344.827586206897,5.857933154483459,1
273500.0,131.0,5.0,743.0,6.061465,47.338691,2087.7862595419847,6.612041034833092,1
238200.0,138.0,7.0,641.0,6.379004,46.946442,1726.0869565217392,6.464588303689961,1
230000.0,95.0,4.0,500.0,5.923331,47.23497,2421.0526315789475,6.2166061010848646,1
230000.0,95.0,4.0,1285.0,5.923331,47.23497,2421.0526315789475,7.1592919047975645,1
380000.0,110.0,5.0,518.0,6.309427,46.913946,3454.5454545454545,6.251903883165888,1
150000.0,49.0,2.0,1078.0,6.687741,47.067585,3061.2244897959185,6.983789965258135,1
150000.0,44.0,2.0,1078.0,6.687741,47.067585,3409.090909090909,6.983789965258135,1
140000.0,75.0,4.0,678.0,5.894511,47.221252,1866.6666666666667,6.520621127558696,1
140000.0,63.0,3.0,678.0,5.894511,47.221252,2222.222222222222,6.520621127558696,1
220000.0,1138.0,0.0,1312.0,6.230159,47.000928,193.32161687170475,7.180069874302796,1
290000.0,88.0,5.0,800.0,6.009419,47.26822,3295.4545454545455,6.68586094706836,1
157100.0,63.0,3.0,331.0,6.368175,47.128714,2493.6507936507937,5.805134968916488,1
25000.0,18.0,1.0,5462.0,6.387666,47.274866,1388.888888888889,8.605753368395717,1
25000.0,18.0,1.0,350.0,6.387666,47.274866,1388.888888888889,5.860786223465865,1
367850.0,97.0,4.0,516.0,6.677063,47.070598,3792.2680412371133,6.248042874508429,1
233000.0,128.0,5.0,1001.0,5.71357,47.254647,1820.3125,6.90975328164481,1
233000.0,128.0,5.0,2000.0,5.71357,47.254647,1820.3125,7.601402334583733,1
153000.0,120.0,4.0,443.0,6.299861,46.796138,1275.0,6.095824562432225,1
404500.0,155.0,6.0,1139.0,6.534876,47.20883,2609.6774193548385,7.038783541388542,1
145000.0,94.0,4.0,680.0,6.597604,47.457254,1542.5531914893618,6.523562306149512,1
129000.0,81.0,2.0,1211.0,5.933535,47.256578,1592.5925925925926,7.10002716662926,1
73000.0,100.0,3.0,57.0,6.217456,47.065603,730.0,4.060443010546419,1
288600.0,90.0,4.0,77.0,5.907353,47.183206,3206.6666666666665,4.356708826689592,1
288600.0,90.0,4.0,77.0,5.907353,47.183206,3206.6666666666665,4.356708826689592,1
220000.0,100.0,3.0,562.0,6.164989,47.196987,2200.0,6.333279628139691,1
220000.0,150.0,6.0,562.0,6.164989,47.196987,1466.6666666666667,6.333279628139691,1
220000.0,100.0,3.0,305.0,6.164989,47.196987,2200.0,5.723585101952381,1
220000.0,150.0,6.0,305.0,6.164989,47.196987,1466.6666666666667,5.723585101952381,1
505760.0,95.0,0.0,346.0,6.035994,47.247709,5323.789473684211,5.849324779946859,1
505760.0,51.0,2.0,346.0,6.035994,47.247709,9916.862745098038,5.849324779946859,1
505760.0,42.0,2.0,346.0,6.035994,47.247709,12041.904761904761,5.849324779946859,1
505760.0,35.0,2.0,346.0,6.035994,47.247709,14450.285714285714,5.849324779946859,1
505760.0,56.0,1.0,346.0,6.035994,47.247709,9031.42857142857,5.849324779946859,1
250000.0,110.0,4.0,612.0,6.156495,47.283103,2272.7272727272725,6.418364935936212,1
739815.0,184.0,5.0,6522.0,6.447431,46.838381,4020.733695652174,8.783089671796096,1
739815.0,184.0,5.0,637.0,6.447431,46.838381,4020.733695652174,6.45833828334479,1
739815.0,184.0,5.0,6521.0,6.447431,46.838381,4020.733695652174,8.782936356349264,1
105000.0,50.0,1.0,285.0,6.212358,46.854892,2100.0,5.655991810819852,1
249700.0,116.0,3.0,438.0,5.71658,47.253563,2152.5862068965516,6.0844994130751715,1
140000.0,108.0,0.0,403.0,6.357488,46.77498,1296.2962962962963,6.0014148779611505,1
266038.0,186.0,5.0,647.0,6.606075,47.429058,1430.3118279569892,6.473890696352274,1
179740.0,119.0,6.0,996.0,6.589979,47.300497,1510.420168067227,6.904750769961838,1
249700.0,100.0,2.0,438.0,5.71658,47.253563,2497.0,6.0844994130751715,1
87000.0,45.0,2.0,389.0,5.972935,47.286614,1933.3333333333333,5.966146739123692,1
87000.0,125.0,3.0,389.0,5.972935,47.286614,696.0,5.966146739123692,1
250000.0,92.0,4.0,1096.0,6.539946,47.215995,2717.391304347826,7.00033446027523,1
250000.0,144.0,0.0,1096.0,6.539946,47.215995,1736.111111111111,7.00033446027523,1
250000.0,116.0,3.0,1096.0,6.539946,47.215995,2155.1724137931033,7.00033446027523,1
250000.0,100.0,0.0,363.0,6.540084,47.215835,2500.0,5.8971538676367405,1
285379.0,118.0,6.0,618.0,5.97776,47.26797,2418.4661016949153,6.428105272684596,1
435000.0,153.0,6.0,750.0,6.605814,47.429694,2843.1372549019607,6.621405651764134,1
435000.0,153.0,6.0,500.0,6.605814,47.429694,2843.1372549019607,6.2166061010848646,1
65000.0,32.0,2.0,1360.0,6.129674,47.088081,2031.25,7.215975002651466,1
200000.0,1200.0,0.0,5261.0,5.954623,47.218541,166.66666666666666,8.568266461600238,1
104000.0,45.0,0.0,337.0,6.359831,47.35084,2311.1111111111113,5.823045895483019,1
276700.0,98.0,5.0,395.0,5.993627,47.25771,2823.469387755102,5.981414211254481,1
150000.0,64.0,3.0,672.0,6.286554,47.047675,2343.75,6.511745329644728,1
150000.0,75.0,2.0,672.0,6.286554,47.047675,2000.0,6.511745329644728,1
444400.0,187.0,6.0,1000.0,6.019484,47.322796,2376.470588235294,6.90875477931522,1
444400.0,187.0,6.0,759.0,6.019484,47.322796,2376.470588235294,6.633318433280377,1
90000.0,59.0,3.0,80.0,6.041302,46.905968,1525.4237288135594,4.394449154672439,1
80000.0,35.0,1.0,240.0,6.625273,47.347999,2285.714285714286,5.484796933490655,1
400000.0,145.0,5.0,1267.0,6.038695,47.274043,2758.6206896551726,7.145196134997171,1
252000.0,120.0,8.0,605.0,6.028727,47.262966,2100.0,6.406879986069314,1
308800.0,130.0,5.0,918.0,6.021333,47.201136,2375.3846153846152,6.823286122355687,1
170000.0,100.0,3.0,1160.0,6.627689,47.053201,1700.0,7.057036981697891,1
170000.0,106.0,4.0,1160.0,6.627689,47.053201,1603.7735849056603,7.057036981697891,1
170000.0,59.0,1.0,1160.0,6.627689,47.053201,2881.35593220339,7.057036981697891,1
366800.0,141.0,6.0,290.0,6.275251,46.912374,2601.418439716312,5.673323267171493,1
294900.0,150.0,6.0,500.0,6.24853,47.125492,1966.0,6.2166061010848646,1
294900.0,150.0,6.0,700.0,6.24853,47.125492,1966.0,6.55250788703459,1
280000.0,130.0,0.0,169.0,6.177304,47.243948,2153.846153846154,5.135798437050262,1
280000.0,47.0,3.0,169.0,6.177304,47.243948,5957.446808510638,5.135798437050262,1
289000.0,75.0,4.0,1743.0,5.931388,47.211465,3853.3333333333335,7.463936604468925,1
195000.0,72.0,4.0,621.0,5.964622,47.262935,2708.3333333333335,6.432940092739179,1
135000.0,75.0,5.0,567.0,6.350489,47.349983,1800.0,6.342121418721152,1
290000.0,101.0,3.0,515.0,6.106886,47.266373,2871.2871287128714,6.246106765481563,1
23000.0,100.0,3.0,827.0,6.347618,47.38265,230.0,6.71901315438526,1
201100.0,95.0,4.0,834.0,6.044709,47.332783,2116.842105263158,6.727431724850855,1
295000.0,86.0,3.0,1009.0,6.268938,46.917671,3430.232558139535,6.917705609835305,1
230000.0,60.0,3.0,601.0,6.606599,47.035225,3833.3333333333335,6.400257445308821,1
230000.0,60.0,3.0,601.0,6.606599,47.035225,3833.3333333333335,6.400257445308821,1
525000.0,109.0,5.0,1006.0,6.034274,47.222128,4816.51376146789,6.914730892718563,1
107200.0,70.0,4.0,373.0,6.413728,47.476223,1531.4285714285713,5.924255797414532,1
299700.0,90.0,5.0,589.0,6.01805,47.249302,3330.0,6.380122536899765,1
442000.0,130.0,5.0,872.0,6.243439,47.087884,3400.0,6.771935555839602,1
237350.0,58.0,2.0,183.0,6.371772,47.163347,4092.2413793103447,5.214935757608986,1
237350.0,42.0,2.0,210.0,6.371641,47.163485,5651.190476190476,5.351858133476067,1
67000.0,33.0,1.0,271.0,6.525847,47.14338,2030.3030303030303,5.605802066295998,1
146000.0,80.0,4.0,808.0,6.170241,47.331782,1825.0,6.695798917058491,1
207500.0,119.0,4.0,752.0,6.605969,47.42937,1743.6974789915967,6.6240652277998935,1
227504.7,99.0,5.0,3216.0,6.136544,47.099178,2298.0272727272727,8.076204527239026,1
227504.7,99.0,5.0,800.0,6.136544,47.099178,2298.0272727272727,6.68586094706836,1
240500.0,103.0,5.0,958.0,5.98137,47.290293,2334.9514563106795,6.8658910748834385,1
125900.0,94.0,4.0,673.0,6.235109,47.24334,1339.3617021276596,6.513230110912307,1
266950.0,88.0,5.0,567.0,6.675936,47.060979,3033.5227272727275,6.342121418721152,1
207500.0,24.0,0.0,2254.0,5.86065,47.233413,8645.833333333334,7.720905251936779,1
207500.0,236.0,11.0,2254.0,5.86065,47.233413,879.2372881355932,7.720905251936779,1
282196.0,107.0,6.0,771.0,5.870952,47.209047,2637.345794392523,6.648984550024776,1
230000.0,32.0,1.0,868.0,6.046781,47.227802,7187.5,6.767343125265392,1
230000.0,32.0,1.0,868.0,6.046781,47.227802,7187.5,6.767343125265392,1
230000.0,32.0,1.0,868.0,6.046781,47.227802,7187.5,6.767343125265392,1
153000.0,30.0,1.0,628.0,6.050083,47.26801,5100.0,6.444131256700441,1
60000.0,70.0,3.0,1160.0,5.802638,47.204172,857.1428571428571,7.057036981697891,1
60000.0,105.0,3.0,1160.0,5.802638,47.204172,571.4285714285714,7.057036981697891,1
226700.0,91.0,4.0,500.0,6.155696,47.195734,2491.2087912087914,6.2166061010848646,1
226700.0,91.0,4.0,500.0,6.155696,47.195734,2491.2087912087914,6.2166061010848646,1
226700.0,91.0,4.0,792.0,6.155696,47.195734,2491.2087912087914,6.675823221634848,1
120100.0,137.0,8.0,391.0,6.66635,47.490365,876.6423357664233,5.971261839790462,1
160000.0,93.0,4.0,421.0,6.341072,46.919993,1720.4301075268818,6.045005314036012,1
102000.0,78.0,4.0,593.0,6.56409,47.387299,1307.6923076923076,6.386879319362645,1
163250.0,150.0,6.0,836.0,6.608639,47.065402,1088.3333333333333,6.729824070489475,1
70000.0,112.0,4.0,1150.0,6.497315,47.311286,625.0,7.048386408721883,1
70000.0,140.0,5.0,1150.0,6.497315,47.311286,500.0,7.048386408721883,1
1294533.0,128.0,5.0,452.0,6.350935,46.924984,10113.5390625,6.115892125483034,1
1294533.0,23.0,1.0,452.0,6.350935,46.924984,56284.04347826087,6.115892125483034,1
1294533.0,35.0,1.0,452.0,6.350935,46.924984,36986.65714285714,6.115892125483034,1
171659.0,200.0,0.0,138.0,6.114517,46.953596,858.295,4.9344739331306915,1
191667.0,70.0,3.0,869.0,6.460297,46.994466,2738.1,6.76849321164863,1
395000.0,64.0,4.0,490.0,6.667668,47.0635,6171.875,6.19644412779452,1
395000.0,40.0,3.0,490.0,6.667668,47.0635,9875.0,6.19644412779452,1
295000.0,40.0,2.0,631.0,6.38769,46.761695,7375.0,6.448889394146858,1
